[E 260811 09:48:25 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:15 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:20 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:25 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:30 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:35 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:40 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:45 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:50 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:50:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:00 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:05 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:10 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:15 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:21 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:26 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:31 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:36 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:41 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:46 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:51 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:51:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:01 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:06 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:11 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:16 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:21 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:26 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:31 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:36 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:41 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:46 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:51 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:52:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 11:53:01 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
